iter	Passed	Remaining
182	2069	20545
183	2078	20516
184	2087	20479
185	2096	20446
186	2107	20434
187	2121	20446
188	2131	20419
189	2142	20407
190	2150	20371
191	2160	20345
192	2170	20323
193	2180	20302
194	2189	20266
195	2199	20241
196	2207	20204
197	2217	20178
198	2228	20166
199	2238	20142
200	2246	20108
201	2256	20083
202	2265	20057
203	2275	20034
204	2285	20009
205	2295	19987
206	2305	19971
207	2320	19991
208	2332	19991
209	2343	19971
210	2352	19949
211	2363	19935
212	2374	19918
213	2383	19894
214	2408	19992
215	2425	20036
216	2444	20085
217	2474	20228
218	2538	20641
219	2601	21045
220	2632	21191
221	2648	21212
222	2669	21269
223	2690	21333
224	2722	21473
225	2754	21623
226	2771	21645
227	2782	21627
228	2794	21611
229	2805	21586
230	2817	21576
231	2827	21550
232	2839	21534
233	2850	21511
234	2860	21483
235	2872	21473
236	2882	21439
237	2892	21411
238	2902	21387
239	2912	21357
240	2921	21326
241	2931	21296
242	2941	21268
243	2950	21236
244	2964	21236
245	2979	21243
246	2990	21222
247	2999	21191
248	3011	21178
249	3021	21151
250	3031	21123
251	3041	21096
252	3053	21087
253	3063	21059
254	3076	21049
255	3087	21032
256	3098	21010
257	3108	20985
258	3118	20961
259	3127	20933
260	3137	20904
261	3147	20877
262	3156	20845
263	3169	20841
264	3181	20827
265	3190	20799
266	3202	20788
267	3213	20767
268	3223	20743
269	3233	20718
270	3242	20684
271	3252	20660
272	3261	20633
273	3271	20611
274	3281	20585
275	3290	20552
276	3298	20519
277	3308	20492
278	3317	20466
279	3327	20440
280	3337	20414
281	3345	20383
282	3355	20358
283	3364	20328
284	3377	20321
285	3391	20323
286	3400	20298
287	3409	20267
288	3419	20243
289	3427	20212
290	3437	20187
291	3446	20162
292	3456	20140
293	3466	20115
294	3475	20085
295	3494	20114
296	3504	20095
297	3513	20068
298	3524	20049
299	3534	20026
300	3551	20044
301	3566	20051
302	3586	20086
303	3600	20085
304	3620	20120
305	3642	20164
306	3668	20228
307	3694	20294
308	3715	20331
309	3732	20347
310	3750	20370
311	3762	20357
312	3779	20371
313	3794	20376
314	3807	20369
315	3830	20415
316	3851	20448
317	3864	20440
318	3880	20447
319	3900	20479
320	3919	20499
321	3929	20477
322	3951	20516
323	3963	20504
324	3979	20507
325	3999	20535
326	4013	20532
327	4037	20579
328	4052	20581
329	4064	20567
330	4082	20584
331	4097	20586
332	4111	20584
333	4122	20563
334	4134	20547
335	4145	20532
336	4157	20514
337	4168	20497
338	4177	20469
339	4188	20451
340	4203	20448
341	4215	20436
342	4232	20448
343	4243	20430
344	4255	20413
345	4265	20390
346	4275	20367
347	4285	20345
348	4295	20322
349	4306	20303
350	4315	20274
351	4325	20250
352	4335	20228
353	4345	20205
354	4354	20176
355	4364	20153
356	4374	20130
357	4384	20108
358	4393	20080
359	4404	20066
360	4414	20043
361	4433	20062
362	4444	20044
363	4456	20029
364	4466	20008
365	4476	19983
366	4485	19960
367	4496	19940
368	4506	19917
369	4516	19895
370	4525	19872
371	4534	19843
372	4544	19822
373	4553	19798
374	4563	19774
375	4573	19753
376	4583	19730
377	4592	19708
378	4602	19686
379	4615	19677
380	4628	19667
381	4638	19645
382	4657	19664
383	4667	19641
384	4679	19630
385	4690	19613
386	4700	19591
387	4709	19568
388	4718	19542
389	4728	19520
390	4738	19497
391	4750	19484
392	4760	19466
393	4769	19441
394	4779	19421
395	4788	19395
396	4798	19374
397	4815	19381
398	4829	19378
399	4839	19359
400	4852	19348
401	4860	19322
402	4871	19302
403	4879	19277
404	4889	19254
405	4899	19234
406	4908	19212
407	4918	19193
408	4927	19167
409	4938	19150
410	4947	19126
411	4956	19105
412	4966	19085
413	4976	19065
414	4986	19044
415	4995	19023
416	5005	19002
417	5017	18989
418	5033	18992
419	5046	18982
420	5061	18982
421	5072	18967
422	5080	18942
423	5091	18924
424	5100	18903
425	5110	18884
426	5120	18863
427	5131	18847
428	5140	18825
429	5150	18805
430	5160	18785
431	5169	18761
432	5179	18742
433	5190	18727
434	5199	18706
435	5209	18686
436	5221	18677
437	5234	18667
438	5248	18663
439	5260	18650
440	5270	18632
441	5279	18611
442	5289	18592
443	5299	18572
444	5309	18551
445	5318	18531
446	5327	18508
447	5338	18494
448	5348	18474
449	5357	18454
450	5368	18437
451	5376	18414
452	5386	18394
453	5395	18374
454	5404	18351
455	5414	18332
456	5425	18318
457	5438	18311
458	5451	18300
459	5468	18306
460	5478	18288
461	5490	18278
462	5499	18256
463	5509	18236
464	5518	18217
465	5527	18195
466	5537	18176
467	5545	18153
468	5555	18135
469	5565	18116
470	5573	18093
471	5583	18074
472	5592	18055
473	5602	18036
474	5611	18017
475	5620	17994
476	5635	17994
477	5649	17987
478	5667	17997
479	5677	17979
480	5689	17968
481	5698	17945
482	5707	17927
483	5717	17907
484	5726	17889
485	5735	17867
486	5744	17845
487	5753	17827
488	5764	17811
489	5773	17793
490	5783	17775
491	5792	17754
492	5802	17736
493	5811	17718
494	5821	17699
495	5830	17680
496	5844	17673
497	5858	17670
498	5867	17649
499	5883	17651
500	5893	17633
501	5906	17626
502	5916	17608
503	5926	17590
504	5935	17572
505	5945	17554
506	5955	17536
507	5964	17518
508	5974	17500
509	5984	17484
510	5994	17466
511	6003	17448
512	6013	17430
513	6022	17412
514	6031	17391
515	6040	17372
516	6055	17369
517	6066	17357
518	6077	17341
519	6090	17335
520	6102	17324
521	6112	17306
522	6123	17292
523	6134	17278
524	6144	17263
525	6154	17245
526	6164	17229
527	6173	17212
528	6183	17194
529	6193	17176
530	6202	17159
531	6212	17141
532	6220	17121
533	6230	17104
534	6240	17087
535	6249	17069
536	6261	17058
537	6273	17048
538	6293	17059
539	6304	17044
540	6313	17027
541	6323	17010
542	6333	16993
543	6341	16973
544	6350	16954
545	6360	16938
546	6369	16918
547	6377	16898
548	6387	16881
549	6396	16864
550	6406	16847
551	6416	16830
552	6424	16810
553	6433	16791
554	6442	16774
555	6452	16757
556	6462	16742
557	6476	16736
558	6492	16736
559	6505	16727
560	6514	16709
561	6525	16697
562	6535	16680
563	6544	16663
564	6554	16647
565	6564	16630
566	6572	16611
567	6581	16592
568	6592	16579
569	6602	16563
570	6611	16547
571	6621	16530
572	6631	16514
573	6639	16495
574	6648	16476
575	6658	16460
576	6671	16453
577	6681	16438
578	6697	16436
579	6709	16427
580	6722	16418
581	6732	16402
582	6740	16383
583	6751	16369
584	6761	16353
585	6770	16337
586	6779	16319
587	6789	16303
588	6798	16286
589	6807	16268
590	6815	16249
591	6824	16230
592	6833	16214
593	6843	16198
594	6853	16182
595	6862	16166
596	6875	16157
597	6888	16149
598	6897	16132
599	6917	16141
600	6926	16123
601	6938	16114
602	6947	16095
603	6957	16081
604	6966	16063
605	6976	16049
606	6987	16036
607	6997	16020
608	7005	16002
609	7015	15986
610	7025	15971
611	7036	15959
612	7046	15943
613	7056	15928
614	7065	15912
615	7077	15901
616	7089	15891
617	7099	15877
618	7117	15878
619	7125	15860
620	7137	15849
621	7147	15835
622	7157	15820
623	7167	15805
624	7176	15787
625	7185	15771
626	7195	15756
627	7203	15738
628	7213	15722
629	7223	15707
630	7231	15689
631	7240	15671
632	7248	15653
633	7258	15638
634	7267	15622
635	7278	15609
636	7291	15602
637	7303	15590
638	7318	15588
639	7331	15579
640	7341	15565
641	7351	15550
642	7361	15535
643	7370	15520
644	7380	15504
645	7389	15489
646	7399	15472
647	7407	15455
648	7416	15438
649	7426	15423
650	7434	15406
651	7444	15390
652	7452	15373
653	7462	15358
654	7472	15343
655	7491	15348
656	7503	15339
657	7519	15335
658	7531	15324
659	7541	15310
660	7549	15293
661	7559	15278
662	7568	15263
663	7578	15249
664	7588	15233
665	7596	15216
666	7606	15201
667	7616	15186
668	7625	15171
669	7634	15154
670	7644	15140
671	7653	15125
672	7662	15108
673	7671	15093
674	7681	15078
675	7693	15068
676	7706	15060
677	7717	15048
678	7733	15046
679	7743	15031
680	7754	15018
681	7763	15004
682	7773	14989
683	7783	14974
684	7792	14959
685	7802	14944
686	7811	14929
687	7821	14915
688	7831	14901
689	7841	14886
690	7850	14872
691	7859	14855
692	7868	14840
693	7878	14825
694	7887	14809
695	7899	14800
696	7911	14790
697	7928	14789
698	7938	14775
699	7951	14766
700	7960	14751
701	7970	14737
702	7979	14722
703	7989	14707
704	7998	14693
705	8009	14679
706	8020	14668
707	8032	14657
708	8044	14647
709	8055	14636
710	8067	14625
711	8077	14612
712	8089	14601
713	8101	14591
714	8114	14582
715	8123	14568
716	8138	14563
717	8150	14552
718	8159	14536
719	8172	14528
720	8183	14516
721	8193	14503
722	8205	14493
723	8217	14482
724	8228	14471
725	8240	14460
726	8251	14447
727	8261	14434
728	8269	14417
729	8279	14403
730	8288	14389
731	8300	14377
732	8316	14375
733	8329	14367
734	8345	14362
735	8354	14348
736	8366	14338
737	8377	14325
738	8388	14313
739	8398	14299
740	8407	14285
741	8416	14268
742	8445	14287
743	8461	14284
744	8471	14270
745	8479	14254
746	8489	14239
747	8499	14227
748	8511	14216
749	8522	14204
750	8533	14191
751	8545	14181
752	8558	14173
753	8568	14159
754	8577	14144
755	8589	14133
756	8600	14121
757	8609	14107
758	8619	14092
759	8630	14080
760	8640	14068
761	8650	14053
762	8659	14039
763	8669	14025
764	8679	14012
765	8690	14000
766	8701	13987
767	8714	13979
768	8723	13964
769	8734	13952
770	8748	13945
771	8759	13933
772	8770	13921
773	8780	13907
774	8789	13893
775	8798	13877
776	8809	13865
777	8819	13852
778	8829	13839
779	8839	13825
780	8849	13813
781	8860	13800
782	8871	13789
783	8881	13776
784	8891	13762
785	8905	13754
786	8917	13745
787	8928	13733
788	8939	13721
789	8948	13706
790	8958	13692
791	8966	13676
792	8976	13662
793	8986	13648
794	8996	13636
795	9005	13621
796	9015	13607
797	9024	13594
798	9034	13580
799	9043	13564
800	9062	13565
801	9085	13571
802	9095	13557
803	9106	13546
804	9121	13540
805	9133	13529
806	9142	13516
807	9152	13502
808	9161	13487
809	9170	13472
810	9178	13456
811	9188	13443
812	9198	13429
813	9207	13415
814	9217	13401
815	9225	13386
816	9234	13371
817	9243	13357
818	9252	13342
819	9261	13326
820	9269	13311
821	9278	13296
822	9286	13281
823	9296	13267
824	9311	13261
825	9324	13252
826	9334	13239
827	9345	13228
828	9358	13219
829	9376	13217
830	9384	13202
831	9394	13188
832	9404	13175
833	9414	13162
834	9423	13148
835	9434	13135
836	9445	13124
837	9454	13109
838	9465	13097
839	9474	13083
840	9484	13071
841	9494	13057
842	9504	13044
843	9516	13034
844	9528	13023
845	9547	13023
846	9559	13012
847	9571	13002
848	9580	12987
849	9589	12974
850	9599	12960
851	9608	12947
852	9618	12934
853	9628	12920
854	9637	12906
855	9647	12893
856	9657	12879
857	9666	12866
858	9676	12852
859	9686	12839
860	9694	12824
861	9704	12811
862	9715	12800
863	9729	12793
864	9745	12787
865	9758	12778
866	9769	12767
867	9778	12752
868	9788	12739
869	9797	12726
870	9806	12711
871	9815	12696
872	9824	12683
873	9834	12669
874	9844	12656
875	9852	12641
876	9863	12629
877	9872	12616
878	9881	12601
879	9890	12588
880	9900	12575
881	9910	12561
882	9927	12558
883	9940	12549
884	9955	12542
885	9966	12531
886	9976	12518
887	9986	12505
888	9995	12492
889	10005	12478
890	10013	12464
891	10023	12450
892	10033	12437
893	10042	12424
894	10052	12411
895	10061	12397
896	10073	12386
897	10082	12373
898	10092	12360
899	10101	12346
900	10111	12333
901	10120	12319
902	10130	12307
903	10143	12297
904	10152	12284
905	10169	12280
906	10180	12268
907	10191	12256
908	10200	12242
909	10209	12229
910	10219	12216
911	10228	12201
912	10248	12201
913	10264	12196
914	10284	12194
915	10293	12181
916	10303	12168
917	10312	12154
918	10321	12141
919	10334	12131
920	10345	12120
921	10357	12109
922	10369	12099
923	10381	12088
924	10392	12077
925	10404	12066
926	10415	12056
927	10427	12045
928	10438	12034
929	10450	12023
930	10460	12011
931	10472	12000
932	10483	11989
933	10495	11979
934	10507	11968
935	10519	11958
936	10531	11947
937	10543	11936
938	10557	11929
939	10567	11916
940	10577	11903
941	10585	11889
942	10594	11875
943	10605	11863
944	10614	11850
945	10624	11837
946	10634	11824
947	10642	11810
948	10652	11797
949	10661	11784
950	10671	11771
951	10681	11758
952	10690	11745
953	10699	11731
954	10708	11717
955	10717	11704
956	10726	11690
957	10735	11677
958	10745	11664
959	10759	11655
960	10769	11643
961	10780	11632
962	10790	11619
963	10800	11606
964	10809	11593
965	10819	11580
966	10828	11567
967	10836	11553
968	10846	11540
969	10856	11527
970	10865	11514
971	10875	11501
972	10883	11487
973	10892	11473
974	10900	11459
975	10910	11447
976	10919	11433
977	10927	11419
978	10936	11405
979	10948	11395
980	10961	11386
981	10972	11374
982	10981	11361
983	10991	11348
984	11001	11336
985	11010	11323
986	11019	11309
987	11028	11296
988	11038	11283
989	11048	11271
990	11057	11258
991	11066	11244
992	11075	11231
993	11084	11218
994	11094	11206
995	11103	11192
996	11112	11179
997	11122	11167
998	11130	11153
999	11140	11140
1000	11152	11130
1001	11166	11121
1002	11176	11109
1003	11185	11096
1004	11194	11082
1005	11202	11069
1006	11212	11056
1007	11221	11043
1008	11230	11030
1009	11240	11017
1010	11251	11006
1011	11260	10993
1012	11271	10982
1013	11281	10969
1014	11290	10957
1015	11300	10944
1016	11309	10931
1017	11319	10919
1018	11329	10906
1019	11340	10895
1020	11350	10883
1021	11361	10872
1022	11371	10860
1023	11380	10846
1024	11391	10835
1025	11400	10822
1026	11410	10810
1027	11420	10798
1028	11429	10784
1029	11437	10771
1030	11446	10758
1031	11456	10745
1032	11466	10733
1033	11475	10720
1034	11485	10708
1035	11494	10695
1036	11504	10683
1037	11513	10670
1038	11522	10657
1039	11531	10644
1040	11540	10631
1041	11552	10621
1042	11565	10611
1043	11574	10599
1044	11587	10589
1045	11598	10578
1046	11610	10567
1047	11620	10556
1048	11632	10545
1049	11643	10534
1050	11652	10521
1051	11662	10509
1052	11672	10497
1053	11681	10484
1054	11692	10473
1055	11702	10461
1056	11713	10450
1057	11725	10440
1058	11736	10428
1059	11747	10417
1060	11761	10409
1061	11772	10398
1062	11784	10387
1063	11794	10375
1064	11804	10363
1065	11812	10350
1066	11822	10337
1067	11832	10325
1068	11842	10313
1069	11851	10301
1070	11860	10287
1071	11869	10275
1072	11878	10262
1073	11888	10250
1074	11896	10236
1075	11905	10223
1076	11915	10211
1077	11924	10199
1078	11934	10186
1079	11943	10174
1080	11954	10163
1081	11975	10160
1082	11989	10152
1083	12005	10144
1084	12013	10131
1085	12023	10119
1086	12033	10106
1087	12042	10094
1088	12052	10082
1089	12061	10069
1090	12070	10056
1091	12086	10049
1092	12096	10037
1093	12105	10025
1094	12115	10013
1095	12124	10000
1096	12133	9987
1097	12144	9976
1098	12153	9963
1099	12164	9952
1100	12173	9940
1101	12186	9930
1102	12201	9922
1103	12211	9910
1104	12220	9897
1105	12230	9885
1106	12239	9873
1107	12248	9860
1108	12258	9848
1109	12266	9835
1110	12276	9823
1111	12287	9812
1112	12296	9799
1113	12305	9786
1114	12313	9773
1115	12324	9762
1116	12333	9749
1117	12341	9736
1118	12351	9724
1119	12362	9713
1120	12372	9701
1121	12384	9691
1122	12399	9682
1123	12408	9670
1124	12417	9658
1125	12426	9645
1126	12437	9634
1127	12446	9621
1128	12456	9609
1129	12465	9597
1130	12476	9586
1131	12485	9573
1132	12495	9561
1133	12505	9549
1134	12514	9537
1135	12524	9525
1136	12534	9513
1137	12543	9501
1138	12556	9491
1139	12571	9483
1140	12584	9474
1141	12596	9463
1142	12608	9453
1143	12621	9444
1144	12635	9434
1145	12646	9424
1146	12656	9412
1147	12665	9399
1148	12676	9389
1149	12686	9376
1150	12695	9364
1151	12705	9352
1152	12714	9340
1153	12724	9328
1154	12732	9315
1155	12741	9302
1156	12750	9290
1157	12760	9278
1158	12772	9268
1159	12785	9258
1160	12799	9249
1161	12813	9240
1162	12823	9229
1163	12832	9216
1164	12841	9204
1165	12852	9192
1166	12863	9182
1167	12874	9170
1168	12885	9160
1169	12896	9148
1170	12907	9137
1171	12917	9125
1172	12929	9115
1173	12938	9103
1174	12950	9092
1175	12961	9081
1176	12973	9071
1177	12986	9062
1178	12995	9049
1179	13013	9043
1180	13022	9030
1181	13034	9020
1182	13044	9009
1183	13054	8997
1184	13063	8984
1185	13073	8972
1186	13081	8960
1187	13091	8948
1188	13101	8936
1189	13110	8924
1190	13120	8912
1191	13129	8900
1192	13139	8888
1193	13150	8877
1194	13159	8865
1195	13169	8853
1196	13182	8843
1197	13193	8832
1198	13203	8820
1199	13216	8810
1200	13230	8801
1201	13240	8790
1202	13250	8778
1203	13260	8766
1204	13271	8755
1205	13281	8744
1206	13290	8732
1207	13300	8720
1208	13309	8708
1209	13318	8695
1210	13328	8683
1211	13337	8671
1212	13346	8659
1213	13355	8647
1214	13365	8635
1215	13373	8622
1216	13384	8611
1217	13398	8602
1218	13409	8591
1219	13429	8586
1220	13438	8574
1221	13448	8562
1222	13457	8549
1223	13460	8533
1224	13468	8521
1225	13477	8508
1226	13481	8493
1227	13489	8480
1228	13498	8468
1229	13507	8455
1230	13516	8443
1231	13526	8431
1232	13535	8420
1233	13545	8408
1234	13556	8397
1235	13564	8384
1236	13574	8372
1237	13585	8361
1238	13599	8353
1239	13610	8342
1240	13620	8330
1241	13631	8319
1242	13644	8309
1243	13653	8297
1244	13664	8286
1245	13673	8274
1246	13682	8261
1247	13691	8250
1248	13700	8237
1249	13708	8225
1250	13718	8213
1251	13726	8201
1252	13735	8188
1253	13745	8177
1254	13755	8165
1255	13764	8153
1256	13774	8141
1257	13783	8130
1258	13797	8120
1259	13809	8110
1260	13818	8098
1261	13831	8088
1262	13844	8078
1263	13854	8067
1264	13863	8055
1265	13873	8043
1266	13885	8033
1267	13894	8021
1268	13904	8009
1269	13914	7997
1270	13923	7985
1271	13928	7971
1272	13937	7959
1273	13947	7948
1274	13964	7940
1275	13983	7934
1276	13997	7924
1277	14014	7917
1278	14029	7908
1279	14045	7900
1280	14062	7892
1281	14096	7894
1282	14120	7891
1283	14142	7886
1284	14162	7880
1285	14177	7871
1286	14194	7863
1287	14209	7855
1288	14231	7849
1289	14246	7841
1290	14266	7834
1291	14282	7826
1292	14304	7821
1293	14316	7811
1294	14334	7803
1295	14350	7795
1296	14366	7786
1297	14383	7779
1298	14397	7769
1299	14412	7760
1300	14430	7753
1301	14441	7742
1302	14446	7727
1303	14457	7716
1304	14469	7705
1305	14473	7691
1306	14485	7680
1307	14495	7668
1308	14507	7658
1309	14518	7647
1310	14530	7636
1311	14541	7625
1312	14552	7614
1313	14561	7602
1314	14571	7590
1315	14580	7578
1316	14590	7566
1317	14603	7556
1318	14618	7547
1319	14631	7537
1320	14642	7526
1321	14652	7514
1322	14662	7503
1323	14672	7491
1324	14681	7479
1325	14691	7467
1326	14702	7456
1327	14712	7445
1328	14722	7433
1329	14733	7421
1330	14743	7410
1331	14752	7398
1332	14764	7387
1333	14774	7375
1334	14783	7364
1335	14793	7352
1336	14797	7337
1337	14811	7328
1338	14826	7319
1339	14837	7307
1340	14847	7296
1341	14858	7285
1342	14867	7273
1343	14876	7261
1344	14886	7249
1345	14898	7238
1346	14910	7228
1347	14921	7217
1348	14931	7205
1349	14942	7194
1350	14952	7183
1351	14963	7172
1352	14972	7159
1353	14983	7148
1354	14994	7137
1355	15004	7126
1356	15017	7115
1357	15028	7104
1358	15040	7094
1359	15052	7083
1360	15063	7072
1361	15073	7060
1362	15083	7049
1363	15093	7037
1364	15105	7026
1365	15115	7015
1366	15124	7003
1367	15134	6991
1368	15147	6981
1369	15157	6970
1370	15169	6959
1371	15182	6949
1372	15193	6938
1373	15204	6927
1374	15217	6917
1375	15231	6907
1376	15243	6896
1377	15252	6884
1378	15264	6873
1379	15273	6862
1380	15283	6850
1381	15293	6839
1382	15303	6827
1383	15313	6815
1384	15323	6804
1385	15333	6792
1386	15348	6783
1387	15359	6772
1388	15369	6760
1389	15380	6749
1390	15389	6737
1391	15398	6725
1392	15407	6713
1393	15416	6702
1394	15430	6691
1395	15440	6680
1396	15451	6669
1397	15461	6658
1398	15474	6647
1399	15484	6636
1400	15495	6625
1401	15508	6614
1402	15518	6603
1403	15529	6592
1404	15540	6581
1405	15548	6569
1406	15558	6557
1407	15568	6545
1408	15576	6533
1409	15585	6521
1410	15595	6510
1411	15606	6498
1412	15618	6488
1413	15632	6478
1414	15645	6468
1415	15656	6457
1416	15666	6445
1417	15678	6435
1418	15688	6423
1419	15697	6411
1420	15706	6399
1421	15716	6388
1422	15725	6376
1423	15735	6365
1424	15744	6353
1425	15754	6341
1426	15763	6329
1427	15774	6318
1428	15783	6306
1429	15793	6295
1430	15805	6284
1431	15816	6273
1432	15829	6263
1433	15843	6253
1434	15853	6241
1435	15863	6230
1436	15873	6219
1437	15885	6208
1438	15895	6196
1439	15904	6184
1440	15915	6174
1441	15929	6164
1442	15943	6154
1443	15958	6144
1444	15969	6133
1445	15981	6122
1446	15994	6112
1447	16016	6105
1448	16053	6104
1449	16074	6097
1450	16092	6088
1451	16110	6080
1452	16122	6069
1453	16131	6057
1454	16143	6046
1455	16154	6035
1456	16165	6024
1457	16176	6013
1458	16187	6002
1459	16197	5990
1460	16207	5979
1461	16218	5968
1462	16228	5956
1463	16242	5946
1464	16259	5937
1465	16270	5926
1466	16279	5914
1467	16289	5903
1468	16299	5891
1469	16309	5880
1470	16318	5868
1471	16323	5855
1472	16333	5843
1473	16342	5832
1474	16352	5820
1475	16362	5808
1476	16371	5797
1477	16381	5785
1478	16390	5773
1479	16401	5762
1480	16412	5751
1481	16425	5741
1482	16438	5730
1483	16451	5720
1484	16463	5709
1485	16473	5698
1486	16484	5686
1487	16493	5675
1488	16502	5663
1489	16512	5651
1490	16522	5640
1491	16532	5628
1492	16540	5616
1493	16550	5605
1494	16553	5591
1495	16562	5579
1496	16572	5568
1497	16580	5556
1498	16590	5544
1499	16599	5533
1500	16609	5521
1501	16619	5510
1502	16636	5501
1503	16648	5490
1504	16655	5477
1505	16665	5466
1506	16675	5455
1507	16683	5443
1508	16686	5429
1509	16696	5418
1510	16705	5406
1511	16715	5394
1512	16724	5383
1513	16734	5371
1514	16743	5360
1515	16752	5348
1516	16762	5337
1517	16772	5325
1518	16782	5314
1519	16790	5302
1520	16799	5290
1521	16809	5279
1522	16818	5267
1523	16828	5256
1524	16841	5245
1525	16860	5237
1526	16872	5226
1527	16883	5215
1528	16893	5203
1529	16903	5192
1530	16912	5180
1531	16920	5169
1532	16929	5157
1533	16939	5145
1534	16949	5134
1535	16959	5123
1536	16968	5111
1537	16979	5100
1538	16989	5089
1539	16999	5077
1540	17009	5066
1541	17020	5055
1542	17030	5043
1543	17042	5033
1544	17058	5023
1545	17074	5014
1546	17084	5002
1547	17094	4991
1548	17103	4979
1549	17112	4968
1550	17122	4956
1551	17132	4945
1552	17142	4934
1553	17151	4922
1554	17160	4910
1555	17169	4899
1556	17178	4887
1557	17187	4876
1558	17197	4864
1559	17206	4853
1560	17216	4841
1561	17225	4830
1562	17234	4818
1563	17250	4808
1564	17265	4798
1565	17277	4788
1566	17291	4778
1567	17302	4766
1568	17312	4755
1569	17323	4744
1570	17329	4732
1571	17338	4720
1572	17347	4709
1573	17357	4697
1574	17367	4686
1575	17377	4675
1576	17388	4664
1577	17394	4651
1578	17405	4640
1579	17415	4629
1580	17425	4618
1581	17436	4607
1582	17445	4595
1583	17457	4584
1584	17475	4575
1585	17486	4564
1586	17498	4553
1587	17506	4542
1588	17515	4530
1589	17525	4519
1590	17535	4507
1591	17544	4496
1592	17554	4485
1593	17564	4473
1594	17572	4461
1595	17581	4450
1596	17591	4439
1597	17601	4427
1598	17610	4416
1599	17620	4405
1600	17629	4393
1601	17638	4382
1602	17647	4370
1603	17659	4359
1604	17676	4350
1605	17689	4339
1606	17702	4329
1607	17717	4319
1608	17726	4307
1609	17735	4296
1610	17746	4285
1611	17755	4273
1612	17764	4262
1613	17774	4251
1614	17785	4239
1615	17795	4228
1616	17806	4217
1617	17816	4206
1618	17826	4195
1619	17835	4183
1620	17845	4172
1621	17855	4161
1622	17865	4149
1623	17884	4140
1624	17899	4130
1625	17911	4119
1626	17921	4108
1627	17932	4097
1628	17944	4086
1629	17955	4075
1630	17965	4064
1631	17975	4053
1632	17986	4042
1633	17998	4031
1634	18010	4020
1635	18021	4009
1636	18033	3998
1637	18044	3987
1638	18056	3976
1639	18069	3966
1640	18084	3956
1641	18094	3945
1642	18106	3934
1643	18119	3923
1644	18130	3912
1645	18141	3901
1646	18151	3890
1647	18160	3878
1648	18170	3867
1649	18180	3856
1650	18189	3845
1651	18199	3833
1652	18207	3822
1653	18217	3810
1654	18226	3799
1655	18236	3788
1656	18245	3776
1657	18254	3765
1658	18267	3754
1659	18285	3745
1660	18307	3736
1661	18320	3725
1662	18332	3714
1663	18343	3703
1664	18354	3693
1665	18364	3681
1666	18374	3670
1667	18383	3659
1668	18393	3647
1669	18403	3636
1670	18411	3625
1671	18421	3613
1672	18431	3602
