iter	RMSE
223	274.2758825
224	274.1458997
225	273.9653687
226	273.7619878
227	273.6111487
228	273.4733856
229	273.2737696
230	273.1297755
231	272.8858547
232	272.6758498
233	272.486952
234	272.2993329
235	272.193422
236	272.0936845
237	271.9338736
238	271.7633674
239	271.5033157
240	271.4243052
241	271.3017295
242	271.2290189
243	271.0640268
244	270.8853895
245	270.7773178
246	270.6518628
247	270.4854216
248	270.365399
249	270.1655735
250	269.9996831
251	269.8966605
252	269.7856124
253	269.7006206
254	269.5659903
255	269.4280902
256	269.1741471
257	269.072449
258	268.9473439
259	268.8868255
260	268.7361101
261	268.6347254
262	268.5199089
263	268.255458
264	268.1912772
265	267.9304812
266	267.7108313
267	267.5758719
268	267.3726153
269	267.2336766
270	267.1102451
271	266.9906103
272	266.9073874
273	266.8202349
274	266.6591524
275	266.5123167
276	266.4161253
277	266.3057248
278	266.1109766
279	266.0123326
280	265.8998131
281	265.7764726
282	265.5167886
283	265.4046062
284	265.2295237
285	265.0445424
286	264.8867618
287	264.6904709
288	264.5627163
289	264.4575558
290	264.3182997
291	264.2195229
292	263.9561341
293	263.8802273
294	263.7948575
295	263.5527298
296	263.350749
297	263.2813462
298	263.1381281
299	262.9355845
300	262.835375
301	262.693545
302	262.6046809
303	262.5121687
304	262.4644118
305	262.3043058
306	262.1834125
307	262.1278655
308	262.0434093
309	261.9615747
310	261.8156025
311	261.6757063
312	261.6102045
313	261.3623661
314	261.2625516
315	261.1130589
316	261.0355477
317	260.9102323
318	260.7841277
319	260.6258467
320	260.5269699
321	260.3824718
322	260.2563154
323	260.0135266
324	259.77761
325	259.6324388
326	259.5531284
327	259.2830631
328	259.1202744
329	259.0309955
330	258.9449238
331	258.8350254
332	258.7356936
333	258.5878902
334	258.4818171
335	258.3698005
336	258.2257357
337	258.1023169
338	258.0355908
339	257.8050336
340	257.6692469
341	257.588538
342	257.495371
343	257.3735309
344	257.1942363
345	257.0566106
346	256.9098827
347	256.8435379
348	256.7221038
349	256.680605
350	256.5933803
351	256.4258884
352	256.3234067
353	256.1952028
354	256.1034946
355	256.0418409
356	255.9261176
357	255.7579115
358	255.6814756
359	255.5706077
360	255.4830253
361	255.424393
362	255.3360589
363	255.0978243
364	254.9120596
365	254.7498439
366	254.6709603
367	254.5580119
368	254.5087669
369	254.4086999
370	254.3674533
371	254.2991643
372	254.2614162
373	254.1919673
374	254.0695379
375	253.9674505
376	253.8676488
377	253.7774785
378	253.6123086
379	253.4773858
380	253.3739854
381	253.3227616
382	253.2234425
383	253.1009383
384	252.980226
385	252.8467359
386	252.7182585
387	252.6603824
388	252.5388204
389	252.3663569
390	252.2065866
391	252.0275982
392	251.8915571
393	251.7835987
394	251.5749273
395	251.4549385
396	251.346489
397	251.1911717
398	251.0554112
399	250.9730567
400	250.8916904
401	250.7823982
402	250.6461784
403	250.4578664
404	250.3013964
405	250.2512019
406	250.2016111
407	250.1137161
408	249.9979776
409	249.791336
410	249.7007951
411	249.5633471
412	249.4753733
413	249.3642916
414	249.3004059
415	249.1718096
416	249.1109708
417	249.0481166
418	248.961987
419	248.8979512
420	248.7991887
421	248.7429458
422	248.6771443
423	248.6553078
424	248.583623
425	248.4907158
426	248.4273833
427	248.3229356
428	248.2266958
429	248.1531256
430	248.0812607
431	247.8753983
432	247.7065196
433	247.557506
434	247.4571617
435	247.284928
436	247.133011
437	246.9570265
438	246.7692025
439	246.7319116
440	246.6353055
441	246.5790757
442	246.4984132
443	246.4193465
444	246.3415874
445	246.2730955
446	246.1690236
447	246.0618784
448	245.9502854
449	245.8132281
450	245.7837336
451	245.7284476
452	245.6082339
453	245.5534161
454	245.4782901
455	245.4355685
456	245.3340697
457	245.2488371
458	245.1433863
459	245.0444264
460	244.9203728
461	244.8396119
462	244.7020479
463	244.6120719
464	244.5388762
465	244.4826525
466	244.4170617
467	244.3197039
468	244.2493863
469	244.1501022
470	243.9893449
471	243.8667104
472	243.747144
473	243.6800102
474	243.6549467
475	243.5964292
476	243.5318295
477	243.4207662
478	243.3594318
479	243.2615164
480	243.1987831
481	243.0947046
482	242.9521503
483	242.8932793
484	242.7795429
485	242.5740108
486	242.4794239
487	242.4163314
488	242.2165696
489	242.1474296
490	242.0611092
491	241.945372
492	241.8813582
493	241.8033637
494	241.7421457
495	241.6658676
496	241.5917525
497	241.481386
498	241.3719173
499	241.3302369
500	241.2270959
501	241.1683683
502	241.072517
503	240.9749491
504	240.9091863
505	240.8658314
506	240.7518899
507	240.7040997
508	240.5638869
509	240.4022069
510	240.3384725
511	240.1859906
512	240.0995431
513	240.0379436
514	239.9419123
515	239.8265505
516	239.7977583
517	239.7234809
518	239.6219886
519	239.5724804
520	239.5286096
521	239.4040765
522	239.3366115
523	239.2878701
524	239.1719587
525	239.1026063
526	239.0749454
527	239.0341114
528	238.9813222
529	238.9337241
530	238.851947
531	238.7831778
532	238.6627392
533	238.5666569
534	238.5240169
535	238.4141144
536	238.2554556
537	238.2083331
538	238.0835206
539	238.0309877
540	237.9480553
541	237.7659065
542	237.7180446
543	237.6323002
544	237.5480294
545	237.4273729
546	237.3443154
547	237.2867242
548	237.1777662
549	237.1280122
550	237.0574063
551	236.9380247
552	236.8937268
553	236.8410134
554	236.7881137
555	236.6833593
556	236.6132776
557	236.4623222
558	236.4314925
559	236.3267077
560	236.2889024
561	236.2281849
562	236.1952962
563	236.0712449
564	236.0013905
565	235.9294525
566	235.8621086
567	235.7969921
568	235.7475242
569	235.7032105
570	235.6224778
571	235.5602355
572	235.5171414
573	235.479484
574	235.3906744
575	235.3371026
576	235.249047
577	235.1692419
578	235.1006084
579	235.0550258
580	234.9620828
581	234.9307565
582	234.8776634
583	234.838075
584	234.8064288
585	234.7550112
586	234.6842785
587	234.6144562
588	234.5342749
589	234.4639009
590	234.3561514
591	234.3109541
592	234.2704112
593	234.2344796
594	234.1427757
595	234.0368078
596	233.9763328
597	233.8885376
598	233.8355389
599	233.7322559
600	233.6684412
601	233.5673216
602	233.5365387
603	233.4705912
604	233.3657633
605	233.2456961
606	233.1356342
607	233.0934345
608	232.9790138
609	232.9393259
610	232.8894977
611	232.7658639
612	232.7412398
613	232.6671891
614	232.575302
615	232.535823
616	232.4778232
617	232.4442418
618	232.3047434
619	232.258495
620	232.212448
621	232.179167
622	232.1067987
623	232.0590503
624	231.9457188
625	231.8240577
626	231.7443834
627	231.711864
628	231.6368386
629	231.5770161
630	231.5338028
631	231.4754825
632	231.4063698
633	231.3100116
634	231.1532114
635	231.1278622
636	231.0701708
637	231.0486035
638	230.9592326
639	230.8946904
640	230.8498165
641	230.8018787
642	230.7148137
643	230.6396204
644	230.5729127
645	230.4807776
646	230.4481894
647	230.4116233
648	230.387963
649	230.3309003
650	230.2710188
651	230.2272016
652	230.1715901
653	230.119154
654	230.0525331
655	230.0234297
656	229.9679025
657	229.8736812
658	229.7993173
659	229.7536443
660	229.6584703
661	229.61139
662	229.5437309
663	229.4819069
664	229.4454726
665	229.4237507
666	229.3637093
667	229.3316936
668	229.2230913
669	229.1700421
670	229.1292702
671	229.0722816
672	229.0341532
673	228.9742309
674	228.9377747
675	228.8587415
676	228.7830177
677	228.7244654
678	228.6427069
679	228.5981915
680	228.5614187
681	228.4917675
682	228.4512857
683	228.4186039
684	228.3953062
685	228.3732089
686	228.3326406
687	228.2799514
688	228.2149928
689	228.1220996
690	228.1047227
691	228.0558433
692	227.92109
693	227.8571463
694	227.8299535
695	227.7058188
696	227.5936724
697	227.5459604
698	227.4603943
699	227.4140055
700	227.3555215
701	227.3169879
702	227.2536918
703	227.2103458
704	227.1620982
705	227.0569798
706	226.9673807
707	226.8975384
708	226.8386599
709	226.8055061
710	226.7621009
711	226.7405897
712	226.6757016
713	226.6269957
714	226.5556202
715	226.4823902
716	226.4167321
717	226.3746679
718	226.3514267
719	226.2652646
720	226.2244439
721	226.1615895
722	226.1359925
723	226.059163
724	226.0069296
725	225.9702864
726	225.9079049
727	225.8697315
728	225.7805822
729	225.737211
730	225.6947443
731	225.6228855
732	225.6018888
733	225.577693
734	225.5341916
735	225.5014125
736	225.4589348
737	225.3724148
738	225.254033
739	225.1900012
740	225.13691
741	225.1002
742	225.055424
743	225.0357633
744	225.0096773
745	224.9687034
746	224.8932831
747	224.8815678
748	224.845822
749	224.7968515
750	224.768904
751	224.716749
752	224.704286
753	224.6681071
754	224.6175127
755	224.5766303
756	224.5309939
757	224.4750347
758	224.4284898
759	224.3826606
760	224.340414
761	224.3028817
762	224.2574093
763	224.1896422
764	224.1680328
765	224.0929524
766	224.0593108
767	223.9258891
768	223.8932297
769	223.8404909
770	223.7561045
771	223.7374206
772	223.7015015
773	223.6495399
774	223.6036021
775	223.5682766
776	223.5044994
777	223.4741971
778	223.3555724
779	223.2787942
780	223.2202035
781	223.1687191
782	223.1120083
783	223.0687481
784	223.0182485
785	222.9760095
786	222.9615318
787	222.9129766
788	222.8954648
789	222.8099544
790	222.6347206
791	222.5628951
792	222.5184879
793	222.4672878
794	222.3866558
795	222.3179458
796	222.2733813
797	222.2234479
798	222.1935609
799	222.1635464
800	222.1291154
801	222.0300876
802	222.0020074
803	221.9404326
804	221.865536
805	221.8329356
806	221.7881282
807	221.730462
808	221.6831596
809	221.6469538
810	221.5661376
811	221.4814366
812	221.4254285
813	221.3498521
814	221.3083101
815	221.2228603
816	221.1873539
817	221.1483572
818	221.0907707
819	221.054084
820	221.0285459
821	221.0143545
822	220.9441843
823	220.8395191
824	220.7713515
825	220.7489744
826	220.7105907
827	220.6875451
828	220.6613837
829	220.6197262
830	220.5596312
831	220.5234832
832	220.4781581
833	220.4260293
834	220.4133953
835	220.3866841
836	220.302153
837	220.2722817
838	220.2010626
839	220.1787753
840	220.1027115
841	220.0676372
842	220.005972
843	219.9844591
844	219.9182843
845	219.8593956
846	219.8293272
847	219.8060407
848	219.7883526
849	219.7536351
850	219.7042161
851	219.6876749
852	219.6560249
853	219.6433896
854	219.6176792
855	219.6050539
856	219.5443215
857	219.5155223
858	219.4479986
859	219.4044513
860	219.3933214
861	219.3375748
862	219.273628
863	219.2233826
864	219.1535786
865	219.0988632
866	219.0006048
867	218.9864335
868	218.9302791
869	218.9083437
870	218.875277
871	218.859918
872	218.8305588
873	218.8063859
874	218.7353946
875	218.7064449
876	218.5527278
877	218.5245739
878	218.4947332
879	218.4399209
880	218.3880116
881	218.3240209
882	218.2977278
883	218.2162346
884	218.185644
885	218.1180544
886	218.0710543
887	218.0493314
888	218.0092624
889	217.9473294
890	217.8703076
891	217.831756
892	217.8049869
893	217.7615936
894	217.707723
895	217.6718033
896	217.5949056
897	217.5642229
898	217.5081958
899	217.4665932
900	217.4471325
901	217.405473
902	217.382189
903	217.3565847
904	217.3284481
905	217.2918758
906	217.2656125
907	217.2252937
908	217.2051369
909	217.1385158
910	217.0596009
911	217.010331
912	216.9921588
913	216.9548496
914	216.9057422
915	216.8049333
916	216.7705987
917	216.6992283
918	216.6488605
919	216.6207019
920	216.571417
921	216.5134326
922	216.3667878
923	216.3205479
924	216.2902089
925	216.2673525
926	216.2279043
927	216.1748804
928	216.150897
929	216.0877069
930	216.0231467
931	215.983703
932	215.955075
933	215.9112085
934	215.8898936
935	215.8073018
936	215.7409888
937	215.7141517
938	215.6653842
939	215.6152363
940	215.5692293
941	215.5263133
942	215.4866546
943	215.4553189
944	215.4182609
945	215.3597625
946	215.2614272
947	215.2453102
948	215.2055539
949	215.168816
950	215.1400609
951	215.0941478
952	215.0066443
953	214.969447
954	214.9272654
955	214.8708621
956	214.8441409
957	214.7889108
958	214.7799116
959	214.7454989
960	214.7100641
961	214.6525797
962	214.6340036
963	214.6173532
964	214.5929131
965	214.5837903
966	214.5537173
967	214.5162755
968	214.4913316
969	214.456067
970	214.4482114
971	214.3854857
972	214.3009167
973	214.285237
974	214.2457074
975	214.1812919
976	214.1391402
977	214.1096387
978	214.0881246
979	214.0618367
980	214.0575717
981	214.0185414
982	213.9836433
983	213.9745678
984	213.9443327
985	213.8671383
986	213.8444987
987	213.7294474
988	213.7153106
989	213.6738479
990	213.6242979
991	213.5532505
992	213.5178606
993	213.4779097
994	213.4080494
995	213.3586659
996	213.3187243
997	213.3114163
998	213.2760002
999	213.2610591
1000	213.2332642
1001	213.1875327
1002	213.1410498
1003	213.0863562
1004	213.0730714
1005	213.0603028
1006	213.0042478
1007	212.996463
1008	212.9555044
1009	212.9173044
1010	212.8800085
1011	212.8534423
1012	212.817409
1013	212.801253
1014	212.741558
1015	212.7165518
1016	212.6824707
1017	212.6440044
1018	212.5488283
1019	212.5112675
1020	212.4800328
1021	212.4557345
1022	212.4232933
1023	212.3731891
1024	212.3296397
1025	212.299533
1026	212.2498724
1027	212.2222044
1028	212.2043387
1029	212.1627645
1030	212.1446233
1031	212.1064857
1032	212.0681089
1033	212.0509154
1034	212.0275339
1035	211.9953568
1036	211.9765481
1037	211.9512364
1038	211.9175116
1039	211.9018179
1040	211.8829997
1041	211.8044453
1042	211.7629003
1043	211.7407735
1044	211.6881196
1045	211.6370224
1046	211.6007735
1047	211.5642333
1048	211.5359795
1049	211.5126125
1050	211.4433427
1051	211.3959302
1052	211.3600291
1053	211.3144659
1054	211.2771206
1055	211.2551686
1056	211.2343499
1057	211.186389
1058	211.1477984
1059	211.086221
1060	211.0368933
1061	210.971772
1062	210.8861131
1063	210.8441601
1064	210.8334708
1065	210.8154486
1066	210.7732283
1067	210.7400725
1068	210.7263304
1069	210.7063317
1070	210.700804
1071	210.6704852
1072	210.626899
1073	210.5813205
1074	210.5426177
1075	210.5084276
1076	210.4693891
1077	210.4420499
1078	210.3790911
1079	210.3518297
1080	210.3084822
1081	210.3057339
1082	210.2845765
1083	210.2262421
1084	210.190844
1085	210.1485958
1086	210.1222437
1087	210.0969925
1088	210.0945978
1089	210.0132094
1090	209.9698591
1091	209.9339612
1092	209.8854262
1093	209.852575
1094	209.8062734
1095	209.7333706
1096	209.6842447
1097	209.6559814
1098	209.6033537
1099	209.5727179
1100	209.5045675
1101	209.4904222
1102	209.4447346
1103	209.411577
1104	209.3997957
1105	209.3830219
1106	209.3431066
1107	209.322449
1108	209.3020717
1109	209.2475102
1110	209.2409107
1111	209.2281468
1112	209.2002287
1113	209.176387
1114	209.1496021
1115	209.140494
1116	209.1287092
1117	209.0910285
1118	209.0545368
1119	209.025852
1120	209.0005916
1121	208.975439
1122	208.9235714
1123	208.8989285
1124	208.8379304
1125	208.8090395
1126	208.78779
1127	208.7607237
1128	208.7425545
1129	208.7260799
1130	208.6667102
1131	208.6502778
1132	208.6343097
1133	208.6044015
1134	208.5769182
1135	208.5007243
1136	208.4670215
1137	208.4317681
1138	208.3961277
1139	208.3237265
1140	208.2928946
1141	208.2623036
1142	208.2384327
1143	208.2201002
1144	208.2018222
1145	208.1954357
1146	208.1899652
1147	208.1480129
1148	208.1134025
1149	208.1052714
1150	208.1047835
1151	208.0873577
1152	208.0683955
1153	208.0601576
1154	208.0355069
1155	207.9881723
1156	207.9404952
1157	207.8901951
1158	207.8740082
1159	207.8043844
1160	207.7433635
1161	207.6971665
1162	207.6783111
1163	207.6273538
1164	207.5600816
1165	207.5429932
1166	207.5075617
1167	207.4654069
1168	207.4403044
1169	207.4106017
1170	207.408358
1171	207.3511089
1172	207.3146627
1173	207.3033319
1174	207.2519689
1175	207.2434486
1176	207.2193579
1177	207.1764036
1178	207.1690306
1179	207.11366
1180	207.0863526
1181	207.0712255
1182	207.0336085
1183	207.01264
1184	206.9965821
1185	206.9646134
1186	206.9321641
1187	206.9058282
1188	206.8855722
1189	206.8653891
1190	206.8127905
1191	206.796537
1192	206.7616429
1193	206.7173192
1194	206.6845376
1195	206.64894
1196	206.6458408
1197	206.5995222
1198	206.5541846
1199	206.5289587
1200	206.4909222
1201	206.4274982
1202	206.4158148
1203	206.3979982
1204	206.3310948
1205	206.2931665
1206	206.2541907
1207	206.2457451
1208	206.2324327
1209	206.2247667
1210	206.2045253
1211	206.1672169
1212	206.1514376
1213	206.1196849
1214	206.0939115
1215	206.0740289
1216	206.0544001
1217	206.0339053
1218	206.0134922
1219	205.9875126
1220	205.9796402
1221	205.9374365
1222	205.9186177
1223	205.9186079
1224	205.9081395
1225	205.890789
1226	205.8907633
1227	205.881791
1228	205.8228969
1229	205.7825713
1230	205.745247
1231	205.7186193
1232	205.6904712
1233	205.6265194
1234	205.5883811
1235	205.5668618
1236	205.5383636
1237	205.4628118
1238	205.4463355
1239	205.4295227
1240	205.4081418
1241	205.3442979
1242	205.3315121
1243	205.3217666
1244	205.3082339
1245	205.2586909
1246	205.2515519
1247	205.202518
1248	205.0635422
1249	205.0416589
1250	205.0137982
1251	204.9966428
1252	204.9726292
1253	204.922442
1254	204.8809568
1255	204.8299498
1256	204.8124741
1257	204.7285319
1258	204.6660895
1259	204.6341857
1260	204.5987595
1261	204.5624448
1262	204.5213798
1263	204.5004783
1264	204.429776
1265	204.4162425
1266	204.3843622
1267	204.3549917
1268	204.3080599
1269	204.2622884
1270	204.2116637
1271	204.2116516
1272	204.1999156
1273	204.1456153
1274	204.1055632
1275	204.0658316
1276	204.0474041
1277	203.9465664
1278	203.9316968
1279	203.9269631
1280	203.8929918
1281	203.8586542
1282	203.8059762
1283	203.7891584
1284	203.7616054
1285	203.7211109
1286	203.6676983
1287	203.6462461
1288	203.600667
1289	203.583155
1290	203.5707643
1291	203.526819
1292	203.5063803
1293	203.4815342
1294	203.4644106
1295	203.4022134
1296	203.3933225
1297	203.3912809
1298	203.376681
1299	203.3607571
1300	203.3162464
1301	203.3099562
1302	203.3092959
1303	203.2595652
1304	203.1746553
1305	203.1746487
1306	203.1503004
1307	203.1055426
1308	203.098347
1309	203.0590688
1310	203.0128031
1311	202.9533552
1312	202.9486402
1313	202.9466628
1314	202.9301316
1315	202.9085559
1316	202.8889818
1317	202.8871102
1318	202.8588075
1319	202.8519042
1320	202.8308672
1321	202.7634967
1322	202.6959328
1323	202.6659413
1324	202.6573495
1325	202.6293888
1326	202.606012
1327	202.5970787
1328	202.5617007
1329	202.559037
1330	202.535653
1331	202.5135625
1332	202.5002597
1333	202.4550232
1334	202.4487495
1335	202.4194827
1336	202.4194635
1337	202.3830012
1338	202.3499518
1339	202.3497271
1340	202.3043147
1341	202.2558409
1342	202.2239155
1343	202.2206314
1344	202.1776983
1345	202.1733061
1346	202.1574158
1347	202.1254796
1348	202.06341
1349	202.0096269
1350	201.9786978
1351	201.9317818
1352	201.8893772
1353	201.8466643
1354	201.8217952
1355	201.816212
1356	201.7946995
1357	201.7681958
1358	201.7627921
1359	201.7308017
1360	201.7125982
1361	201.6722441
1362	201.6400126
1363	201.6256563
1364	201.6162108
1365	201.5619039
1366	201.534703
1367	201.510108
1368	201.4579117
1369	201.417069
1370	201.4035479
1371	201.3549061
1372	201.2873785
1373	201.269518
1374	201.2321577
1375	201.1999876
1376	201.1688017
1377	201.1169731
1378	201.0942078
1379	201.0675085
1380	200.9843039
1381	200.9533341
1382	200.923873
1383	200.9055233
1384	200.8636931
1385	200.8313373
1386	200.7940601
1387	200.7580484
1388	200.7205229
1389	200.698198
1390	200.6832126
1391	200.6713441
1392	200.6375911
1393	200.6225684
1394	200.577035
1395	200.5577881
1396	200.5459206
1397	200.5234478
1398	200.5045495
1399	200.4742439
1400	200.4094951
1401	200.4036983
1402	200.3827495
1403	200.350932
1404	200.3294263
1405	200.3026683
1406	200.2898532
1407	200.2783537
1408	200.2559205
1409	200.2455135
1410	200.227472
1411	200.2010255
1412	200.1931327
1413	200.1731171
1414	200.1660292
1415	200.1564266
1416	200.1220464
1417	200.0798361
1418	200.0645082
1419	200.0523094
1420	200.0391654
1421	199.9913168
1422	199.9751302
1423	199.9567586
1424	199.9009893
1425	199.8673394
1426	199.8436856
1427	199.7974196
1428	199.7752459
1429	199.7555368
1430	199.703025
1431	199.6777135
1432	199.6481139
1433	199.6392464
1434	199.6234293
1435	199.5968508
1436	199.5815913
1437	199.5749213
1438	199.554255
1439	199.5367121
1440	199.5222891
1441	199.5011573
1442	199.4899761
1443	199.4526895
1444	199.4183457
1445	199.3090311
1446	199.2926771
1447	199.2738279
1448	199.2620412
1449	199.2515029
1450	199.2377991
1451	199.2167087
1452	199.2002652
1453	199.1636267
1454	199.1408422
1455	199.1195842
1456	199.095664
1457	199.0660045
1458	199.0399311
1459	199.0134101
1460	198.9574465
1461	198.9464697
1462	198.8959375
1463	198.8677556
1464	198.8485388
1465	198.828839
1466	198.8176326
1467	198.7543526
1468	198.7319272
1469	198.7028495
1470	198.6918808
1471	198.6918489
1472	198.6458002
1473	198.6269875
1474	198.6026563
1475	198.5717629
1476	198.5646752
1477	198.5424605
1478	198.5338719
1479	198.5172798
1480	198.5004242
1481	198.4694342
1482	198.4321892
1483	198.4099704
1484	198.3849694
1485	198.374079
1486	198.3538821
1487	198.3458042
1488	198.3430468
1489	198.3038616
1490	198.2549331
1491	198.2294082
1492	198.2035907
1493	198.1876354
1494	198.1876224
1495	198.1708302
1496	198.1598355
1497	198.1374854
1498	198.1255021
1499	198.097939
1500	198.0914072
1501	198.0420484
1502	197.9897347
1503	197.9704906
1504	197.9704765
1505	197.9356032
1506	197.9106569
1507	197.8321605
1508	197.8321476
1509	197.8169696
1510	197.7598862
1511	197.7480642
1512	197.7256212
1513	197.7004429
1514	197.6775727
1515	197.6561471
1516	197.6397356
1517	197.6048172
1518	197.5791071
1519	197.5402467
1520	197.5166321
1521	197.468968
1522	197.4413473
1523	197.404972
1524	197.3817094
1525	197.3739464
1526	197.3548069
1527	197.3375154
1528	197.3154918
1529	197.310877
1530	197.275541
1531	197.2718582
1532	197.2574623
1533	197.2059324
1534	197.1878072
1535	197.1471289
1536	197.1295877
1537	197.1260915
1538	197.0934044
1539	197.0820513
1540	197.0262166
1541	197.0105195
1542	196.9931055
1543	196.9749053
1544	196.9270228
1545	196.8980713
1546	196.8863832
1547	196.8814685
1548	196.8700728
1549	196.8413285
1550	196.8281931
1551	196.8060895
1552	196.7683747
1553	196.7460457
1554	196.7158424
1555	196.658871
1556	196.6259093
1557	196.5816283
1558	196.5404954
1559	196.5083678
1560	196.5026547
1561	196.4873739
1562	196.4750672
1563	196.4543274
1564	196.436159
1565	196.4045997
1566	196.3843049
1567	196.3454057
1568	196.3390727
1569	196.3111036
1570	196.3108595
1571	196.2993787
1572	196.2861666
1573	196.2282419
1574	196.1990127
1575	196.1758081
1576	196.1442187
1577	196.1442061
1578	196.1297891
1579	196.1009489
1580	196.069949
1581	196.0353153
1582	196.0320571
1583	196.0041239
1584	195.9975039
1585	195.9762797
1586	195.9602628
1587	195.9358261
1588	195.9121682
1589	195.8977196
1590	195.8769946
1591	195.8621454
1592	195.838313
1593	195.8293056
1594	195.7985337
1595	195.7697745
1596	195.7439233
1597	195.7124238
1598	195.6709419
1599	195.6399164
1600	195.6078296
1601	195.5566461
1602	195.524505
1603	195.4803109
1604	195.4551054
1605	195.4316318
1606	195.4084537
1607	195.3945136
1608	195.3796535
1609	195.3667998
1610	195.2861983
1611	195.2716979
1612	195.2649634
1613	195.2557051
1614	195.2411271
1615	195.1765842
1616	195.1590189
1617	195.1387528
1618	195.1131005
1619	195.104814
1620	195.0840848
1621	195.06896
1622	195.0689486
1623	195.037493
1624	195.0100501
1625	194.9730995
1626	194.9276735
1627	194.8606045
1628	194.8425611
1629	194.8348956
1630	194.8296187
1631	194.7780937
1632	194.747434
1633	194.7354018
1634	194.7309223
1635	194.7225485
1636	194.6943023
1637	194.6609641
1638	194.6066895
1639	194.5625763
1640	194.5393595
1641	194.5069842
1642	194.4966548
1643	194.4823061
1644	194.4721201
1645	194.4583155
1646	194.4320601
1647	194.3851219
1648	194.37728
1649	194.3372402
1650	194.2965291
1651	194.2811668
1652	194.2461181
1653	194.2253468
1654	194.1601455
1655	194.1583755
1656	194.1483992
1657	194.139352
1658	194.1005022
1659	194.076559
1660	194.0366673
1661	193.9990901
1662	193.9414248
1663	193.9258191
1664	193.8630841
1665	193.8570959
1666	193.8515774
1667	193.8161311
1668	193.8043237
1669	193.7859829
1670	193.7812288
1671	193.7547974
1672	193.7225393
1673	193.7090977
1674	193.6773835
1675	193.6495299
1676	193.6209059
1677	193.6189573
1678	193.6045126
1679	193.5966125
1680	193.5823375
1681	193.5597129
1682	193.5488505
