iter	RMSE
1683	193.5209875
1684	193.5033854
1685	193.4945316
1686	193.4608509
1687	193.3449724
1688	193.3376377
1689	193.3007805
1690	193.2799602
1691	193.2676311
1692	193.252627
1693	193.1886997
1694	193.1569585
1695	193.135545
1696	193.1313428
1697	193.0982147
1698	193.0817601
1699	193.0686375
1700	193.0533797
1701	193.037967
1702	193.0184568
1703	193.002965
1704	192.9779163
1705	192.9467817
1706	192.9143463
1707	192.8929327
1708	192.8805429
1709	192.8464553
1710	192.8303069
1711	192.7438801
1712	192.7266948
1713	192.7124
1714	192.6967024
1715	192.6920884
1716	192.6523664
1717	192.6065778
1718	192.585773
1719	192.5495642
1720	192.5155992
1721	192.5032009
1722	192.4785491
1723	192.4507883
1724	192.4146509
1725	192.4086654
1726	192.3703953
1727	192.3343562
1728	192.3269302
1729	192.3155285
1730	192.2899769
1731	192.2577755
1732	192.242912
1733	192.2168191
1734	192.2115627
1735	192.1718981
1736	192.1694287
1737	192.1618045
1738	192.1301619
1739	192.1301539
1740	192.1218757
1741	192.0866414
1742	192.0326956
1743	191.9926021
1744	191.9833309
1745	191.9491091
1746	191.9299093
1747	191.8888794
1748	191.8826704
1749	191.8769895
1750	191.8678894
1751	191.845078
1752	191.829588
1753	191.8072482
1754	191.7671009
1755	191.7433669
1756	191.7175362
1757	191.7148825
1758	191.6882586
1759	191.6882498
1760	191.6801925
1761	191.6746677
1762	191.6469496
1763	191.6122115
1764	191.5788066
1765	191.5546212
1766	191.5477144
1767	191.5138521
1768	191.4887739
1769	191.4878727
1770	191.4746733
1771	191.4682962
1772	191.4310362
1773	191.4263543
1774	191.4204186
1775	191.4204091
1776	191.3909945
1777	191.3527042
1778	191.3229324
1779	191.2964865
1780	191.2664571
1781	191.2386401
1782	191.2047279
1783	191.1679487
1784	191.1436172
1785	191.1282758
1786	191.1194247
1787	191.1094298
1788	191.0842864
1789	191.0466776
1790	191.0426479
1791	191.0372543
1792	191.0346826
1793	191.0131069
1794	190.9981858
1795	190.9719835
1796	190.9410021
1797	190.9269089
1798	190.9145896
1799	190.8861585
1800	190.8697649
1801	190.8629961
1802	190.8382063
1803	190.8108369
1804	190.7893056
1805	190.7657209
1806	190.7614931
1807	190.735981
1808	190.7029571
1809	190.6920059
1810	190.653543
1811	190.6471746
1812	190.6388171
1813	190.6256787
1814	190.6132075
1815	190.597026
1816	190.5601426
1817	190.5522501
1818	190.5385151
1819	190.5241705
1820	190.5090069
1821	190.495394
1822	190.4470751
1823	190.4036517
1824	190.3974242
1825	190.3945243
1826	190.353284
1827	190.3175578
1828	190.2277056
1829	190.201802
1830	190.1847249
1831	190.1696864
1832	190.1440934
1833	190.1167015
1834	190.0963537
1835	190.0759516
1836	190.0744032
1837	190.0415588
1838	189.9779569
1839	189.951893
1840	189.9372722
1841	189.8348251
1842	189.8244795
1843	189.7865998
1844	189.7800026
1845	189.7722124
1846	189.7516967
1847	189.7370112
1848	189.7184496
1849	189.7001701
1850	189.6747818
1851	189.6603581
1852	189.6564364
1853	189.6543846
1854	189.6437959
1855	189.6259169
1856	189.6132127
1857	189.5844652
1858	189.5800668
1859	189.565262
1860	189.5484725
1861	189.4891782
1862	189.4568463
1863	189.4453128
1864	189.3931247
1865	189.3745532
1866	189.3588036
1867	189.3491615
1868	189.3302121
1869	189.2885665
1870	189.2704049
1871	189.2431024
1872	189.2254436
1873	189.2077902
1874	189.1858617
1875	189.1395055
1876	189.1301594
1877	189.1202941
1878	189.0973189
1879	189.0858951
1880	189.083589
1881	189.0695437
1882	189.0384398
1883	189.015395
1884	189.0099993
1885	188.9869659
1886	188.9869507
1887	188.9401583
1888	188.9137403
1889	188.8925784
1890	188.8784442
1891	188.8640749
1892	188.8505398
1893	188.8216861
1894	188.8057223
1895	188.8007676
1896	188.7771114
1897	188.7542288
1898	188.7280356
1899	188.695078
1900	188.6886325
1901	188.671129
1902	188.6568099
1903	188.6300868
1904	188.6185603
1905	188.5988736
1906	188.5882208
1907	188.5582295
1908	188.51605
1909	188.4496146
1910	188.4492521
1911	188.4282299
1912	188.4130562
1913	188.3983387
1914	188.3589819
1915	188.3546461
1916	188.3079702
1917	188.2921668
1918	188.2842063
1919	188.2767309
1920	188.258065
1921	188.2560594
1922	188.2401696
1923	188.2034921
1924	188.1988572
1925	188.1822459
1926	188.177951
1927	188.1288573
1928	188.1098236
1929	188.097657
1930	188.0955562
1931	188.0955476
1932	188.0780931
1933	188.054093
1934	188.0421383
1935	188.0240227
1936	188.0138333
1937	188.009673
1938	187.9882141
1939	187.9291175
1940	187.8908093
1941	187.8713554
1942	187.8694978
1943	187.8625006
1944	187.8273415
1945	187.8092546
1946	187.7866218
1947	187.7702797
1948	187.734135
1949	187.7241904
1950	187.6990184
1951	187.6826314
1952	187.6598845
1953	187.6277779
1954	187.6108737
1955	187.5822277
1956	187.5504033
1957	187.5296693
1958	187.5214194
1959	187.5059794
1960	187.4770656
1961	187.4487304
1962	187.4409718
1963	187.4317658
1964	187.4210304
1965	187.3590829
1966	187.3405396
1967	187.3339105
1968	187.3063148
1969	187.2572832
1970	187.2193303
1971	187.2055059
1972	187.2054549
1973	187.1930821
1974	187.126266
1975	187.10504
1976	187.0819627
1977	187.066782
1978	187.0416428
1979	187.0372627
1980	187.0265715
1981	186.995173
1982	186.9609872
1983	186.9497896
1984	186.9292087
1985	186.9273203
1986	186.9273156
1987	186.9162608
1988	186.8596527
1989	186.8506968
1990	186.8426045
1991	186.8163488
1992	186.7835
1993	186.73656
1994	186.7071019
1995	186.6744644
1996	186.6584713
1997	186.6397804
1998	186.6233367
1999	186.6080972
